ID,Player,Alignment,Faction Outcome,First Hit,Last Hit,# of Hits,"Death/
 Survival",Inactive,GM,Mod,Spec,Game Type,Game #,,Broken,Role,,,,,,,,
4391,StrikerEZ,G,L,,,0,M,,,,,QF,39,QF39,,,,,,,,,,
4392,Alvron,E,L,4,4,1,L,,,,,QF,39,QF39,,,,,,,,,,
4393,Snipexe,G,L,,,0,M,,,,,QF,39,QF39,,,,,,,,,,
4394,Elbereth,G,L,3,3,1,E,,,,,QF,39,QF39,,,,,,,,,,
4395,Lumgol,E,L,2,2,1,L,,,,,QF,39,QF39,,,,,,,,,,
4396,Haelbarde,G,L,,,0,M,,,,,QF,39,QF39,,,,,,,,,,
4397,Burnt Spaghetti,E,L,1,1,1,V,,,,,QF,39,QF39,,,,,,,,,,
4398,Young Bard,G,L,8,8,1,L,,,,,QF,39,QF39,,,,,,,,,,
4399,Devotary of Spontaneity,E,L,7,7,1,M,,,,,QF,39,QF39,,,,,,,,,,
4400,Fifth Scholar,G,L,9,9,1,M,,,,,QF,39,QF39,,,,,,,,,,
4401,Elandera,G,L,7,7,1,L,,,,,QF,39,QF39,,,,,,,,,,
4402,Bugsy,G,L,6,6,1,L,,,,,QF,39,QF39,,,,,,,,,,
4403,Hemalurgic Headshot,G,L,,,0,M,,,,,QF,39,QF39,,,,,,,,,,
4404,Shqueeves,G,L,9,9,1,L,,,,,QF,39,QF39,,,,,,,,,,
4405,Butt Ad Venture,E,L,,,0,M,,,,,QF,39,QF39,,,,,,,,,,
4406,Kidpen,E,L,5,5,1,L,,,,,QF,39,QF39,,,,,,,,,,
4407,Furamirionind,G,L,,,0,M,,,,,QF,39,QF39,,,,,,,,,,
4408,Ark1002,G,L,3,3,1,L,,,,,QF,39,QF39,,,,,,,,,,
4409,Drake Marshall,M,W,,,0,S,,,,,QF,39,QF39,,,,,,,,,,
4410,Araris Valerian,G,L,9,9,1,L,,,,,QF,39,QF39,,,,,,,,,,
4411,Rathmaskal,G,L,,,0,M,,,,,QF,39,QF39,,,,,,,,,,
4412,Arraenae,E,L,7,7,1,L,,,,,QF,39,QF39,,,,,,,,,,
4413,A Joe in the Bush,G,,1,1,1,L,,Y,,,QF,39,QF39,,GM,,,,,,,,
4414,little wilson,G,,3,3,1,L,,,Y,,QF,39,QF39,,IM,,,,,,,,
4415,xxGaea,E,,,,0,S,,,,Y,QF,39,QF39,,Spec,,,,,,,,
4416,Amanuensis,,,,,,,,,,Y,QF,39,QF39,,Spec,,,,,,,,
4417,Furamirionind,G,W,,,0,S,,,,,LG,59,LG59,,,,,,,,,,
4418,Cicada,G,W,,,0,S,,,,,LG,59,LG59,,,,,,,,,,
4419,xinoehp512,G,W,2,2,1,L,,,,,LG,59,LG59,,,,,,,,,,
4420,Drake Marshall,G,W,,,0,S,,,,,LG,59,LG59,,,,,,,,,,
4421,_Stick_,E,L,3,,2,S,,,,,LG,59,LG59,,,,,,,,,,
4422,Cadmium Compounder,G,W,,,0,S,,,,,LG,59,LG59,,,,,,,,,,
4423,Rathmaskal,G,W,,,0,S,,,,,LG,59,LG59,,,,,,,,,,
4424,shanerockes,G,W,,,0,S,,,,,LG,59,LG59,,,,,,,,,,
4425,Butt Ad Venture,G,W,1,1,1,E,,,,,LG,59,LG59,,,,,,,,,,
4426,Devotary of Spontaneity,G,W,,,0,S,,,,,LG,59,LG59,,,,,,,,,,
4427,Amanuensis,G,W,2,2,1,L,,,,,LG,59,LG59,,,,,,,,,,
4428,Sart,G,W,,,0,S,,,,,LG,59,LG59,,,,,,,,,,
4429,Snipexe,G,W,1,1,1,L,,,,,LG,59,LG59,,,,,,,,,,
4430,Lumgol,,,,,,,,Y,,,LG,59,LG59,,GM,,,,,,,,
4431,Coop772,,,,,,,,Y,,,LG,59,LG59,,GM,,,,,,,,
4432,Alvron,,,,,,,,,Y,,LG,59,LG59,,IM,,,,,,,,
4433,Haelbarde,M,L,,,0,S,,,,,MR,37,MR37,,,,,,,,,,
4434,Young Bard,G,L,1,1,4,E,,,,,MR,37,MR37,,,,,,,,,,
4435,xinoehp512,G,L,1,1,2,L,,,,,MR,37,MR37,,,,,,,,,,
4436,Furamirionind,E,W,,,0,S,,,,,MR,37,MR37,,,,,,,,,,
4437,Cadmium Compounder,G,L,1,1,5,M,,,,,MR,37,MR37,,,,,,,,,,
4438,Snipexe,G,L,1,1,5,L,,,,,MR,37,MR37,,,,,,,,,,
4439,DeTess,E,W,,,0,S,,,,,MR,37,MR37,,,,,,,,,,
4440,Straw,G,L,1,1,5,E,,,,,MR,37,MR37,,,,,,,,,,
4441,shanerockes,G,L,1,1,3,E,,,,,MR,37,MR37,,,,,,,,,,
4442,Devotary of Spontaneity,G,L,1,1,2,E,,,,,MR,37,MR37,,,,,,,,,,
4443,Burnt Spaghetti,G,L,1,1,4,L,,,,,MR,37,MR37,,,,,,,,,,
4444,Kasimir,G,L,1,1,1,L,,,,,MR,37,MR37,,,,,,,,,,
4445,Sallom,G,L,1,1,1,E,,,,,MR,37,MR37,,,,,,,,,,
4446,Sart,G,L,1,1,3,L,,,,,MR,37,MR37,,,,,,,,,,
4447,Hemalurgic Headshot,E,W,,,0,S,,,,,MR,37,MR37,,,,,,,,,,
4448,Elandera,,,,,,,,Y,,,MR,37,MR37,,GM,,,,,,,,
4449,Fifth Scholar,,,,,,,,,Y,,MR,37,MR37,,IM,,,,,,,,
4450,Lumgol,,,,,,,,,,Y,MR,37,MR37,,Spec,,,,,,,,
4451,Ark1002,,,,,,,,,,Y,MR,37,MR37,,Spec,,,,,,,,
4452,xinoehp512,G,L,,,0,S,,,,,LG,60,LG60,,,,,,,,,,
4453,Rathmaskal,E,W,5,,1,S,,,,,LG,60,LG60,,,,,,,,,,
4454,Fifth Scholar,E,W,3,3,1,E,,,,,LG,60,LG60,,,,,,,,,,
4455,Cadmium Compounder,N,L,3,3,1,L,,,,,LG,60,LG60,,,,,,,,,,
4456,Araris Valerian,G,L,1,3,2,E,,,,,LG,60,LG60,,,,,,,,,,
4457,shanerockes,N,L,1,1,1,L,,,,,LG,60,LG60,,,,,,,,,,
4458,Amanuensis,G,L,2,2,1,E,,,,,LG,60,LG60,,,,,,,,,,
4459,Butt Ad Venture,G,L,,,0,S,,,,,LG,60,LG60,,,,,,,,,,
4460,StrikerEZ,G,L,2,2,1,L,,,,,LG,60,LG60,,,,,,,,,,
4461,Elbereth,G,L,6,8,3,L,,,,,LG,60,LG60,,,,,,,,,,
4462,ILuvHats,E,W,,,0,S,,,,,LG,60,LG60,,,,,,,,,,
4463,Sart,E,W,3,3,1,?,,,,,LG,60,LG60,,,,,,,,,,
4464,Ark1002,G,L,4,4,1,L,,,,,LG,60,LG60,,,,,,,,,,
4465,Devotary of Spontaneity,G,L,4,8,1,E,,,,,LG,60,LG60,,,,,,,,,,
4466,Elandera,,,,,,,,Y,,,LG,60,LG60,,GM,,,,,,,,
4467,Snipexe,,,,,,,,Y,,,LG,60,LG60,,GM,,,,,,,,
4468,Alvron,,,,,,,,,Y,,LG,60,LG60,,IM,,,,,,,,
4469,Lumgol,,,,,,,,,,Y,LG,60,LG60,,Spec,,,,,,,,
4470,Kasimir,,,,,,,,,,Y,LG,60,LG60,,Spec,,,,,,,,
4471,I think I am here.,E,W,,,0,S,,,,,QF,40.1,QF40.1,Y,,,,,,,,,
4472,DeTess,E,W,,,0,S,,,,,QF,40.1,QF40.1,Y,,,,,,,,,
4473,xinoehp512,G,L,,,0,S,,,,,QF,40.1,QF40.1,Y,,,,,,,,,
4474,StrikerEZ,G,L,1,2,2,E,,,,,QF,40.1,QF40.1,Y,,,,,,,,,
4475,Elandera,G,L,,,0,S,,,,,QF,40.1,QF40.1,Y,,,,,,,,,
4476,Burnt Spaghetti,G,L,,,0,S,,,,,QF,40.1,QF40.1,Y,,,,,,,,,
4477,Young Bard,G,L,,,0,S,,,,,QF,40.1,QF40.1,Y,,,,,,,,,
4478,_Stick_,E,W,,,0,S,,,,,QF,40.1,QF40.1,Y,,,,,,,,,
4479,Rathmaskal,G,L,,,0,S,,,,,QF,40.1,QF40.1,Y,,,,,,,,,
4480,Alvron,N,L,1,1,1,E,,,,,QF,40.1,QF40.1,Y,,,,,,,,,
4481,Elbereth,G,L,,,0,S,,,,,QF,40.1,QF40.1,Y,,,,,,,,,
4482,STINK,G,L,,,0,S,,,,,QF,40.1,QF40.1,Y,,,,,,,,,
4483,Butt Ad Venture,G,L,,,0,S,,,,,QF,40.1,QF40.1,Y,,,,,,,,,
4484,Devotary of Spontaneity,G,L,,,0,S,,,,,QF,40.1,QF40.1,Y,,,,,,,,,
4485,Kasimir,,,,,,,,Y,,,QF,40.1,QF40.1,Y,GM,,,,,,,,
4486,Haelbarde,,,,,,,,Y,,,QF,40.1,QF40.1,Y,GM,,,,,,,,
4487,Fifth Scholar,,,,,,,,,Y,,QF,40.1,QF40.1,Y,IM,,,,,,,,
4488,Cadmium Compounder,,,,,,,,,,Y,QF,40.1,QF40.1,Y,Spec,,,,,,,,
4489,I think I am here.,G,L,3,3,1,E,,,,,QF,40.2,QF40.2,,,,,,,,,,
4490,DeTess,G,L,1,1,1,E,,,,,QF,40.2,QF40.2,,,,,,,,,,
4491,xinoehp512,G,L,3,3,1,I,Y,,,,QF,40.2,QF40.2,,,,,,,,,,
4492,StrikerEZ,G,L,1,1,1,L,,,,,QF,40.2,QF40.2,,,,,,,,,,
4493,Elandera,E,W,4,,1,S,,,,,QF,40.2,QF40.2,,,,,,,,,,
4494,Burnt Spaghetti,E,W,,,0,S,,,,,QF,40.2,QF40.2,,,,,,,,,,
4495,Young Bard,G,L,4,4,1,E,,,,,QF,40.2,QF40.2,,,,,,,,,,
4496,Rathmaskal,G,L,,,0,S,,,,,QF,40.2,QF40.2,,,,,,,,,,
4497,Alvron,E,W,2,2,1,L,,,,,QF,40.2,QF40.2,,,,,,,,,,
4498,Elbereth,G,L,,,0,S,,,,,QF,40.2,QF40.2,,,,,,,,,,
4499,STINK,G,L,,,0,S,,,,,QF,40.2,QF40.2,,,,,,,,,,
4500,Butt Ad Venture,G,L,3,3,1,L,,,,,QF,40.2,QF40.2,,,,,,,,,,
4501,Devotary of Spontaneity,G,L,,,0,S,,,,,QF,40.2,QF40.2,,,,,,,,,,
4502,Arraenae,E,W,,,0,S,,,,,QF,40.2,QF40.2,,,,,,,,,,
4503,little wilson,G,L,2,2,1,E,,,,,QF,40.2,QF40.2,,,,,,,,,,
4504,Kasimir,,,,,,,,Y,,,QF,40.2,QF40.2,,GM,,,,,,,,
4505,Haelbarde,,,,,,,,Y,,,QF,40.2,QF40.2,,GM,,,,,,,,
4506,Fifth Scholar,,,,,,,,,Y,,QF,40.2,QF40.2,,IM,,,,,,,,
4507,Elbereth,,,,,,,,Y,,,MR,38.1,MR38.1,Y,GM,,,,,,,,
4508,little wilson,,,,,,,,,Y,,MR,38.1,MR38.1,Y,IM,,,,,,,,
4509,Tugog the Rhymer,,,,,,,,,,Y,MR,38.1,MR38.1,Y,Spec,,,,,,,,
4510,Arraenae,,,,,,,,,,Y,MR,38.1,MR38.1,Y,Spec,,,,,,,,
4511,Darkness Ascendant,,,,,,,,,,Y,MR,38.1,MR38.1,Y,Spec,,,,,,,,
4512,Devotary of Spontaneity,,,,,,,,,,Y,MR,38.1,MR38.1,Y,Spec,,,,,,,,
4513,Furamirionind,,,,,,,,,,Y,MR,38.1,MR38.1,Y,Spec,,,,,,,,
4514,Lorien,,,,,,,,,,Y,MR,38.1,MR38.1,Y,Spec,,,,,,,,
4515,Haelbarde,E,W,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4516,Straw,G,L,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4517,Fifth Scholar,E,W,1,1,1,L,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4518,Coda,E,W,1,1,1,L,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4519,Kasimir,G,L,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4520,Elandera,E,W,1,1,1,L,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4521,Amanuensis,G,L,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4522,xinoehp512,G,L,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4523,Wonko the Sane,G,L,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4524,Pejidot,G,L,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4525,Burnt Spaghetti,E,W,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4526,Aragorn,G,L,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4527,StrikerEZ,G,L,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4528,Madagascar,G,L,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4529,GoWibble,G,L,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4530,Rathmaskal,G,L,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4531,STINK,G,L,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4532,Young Bard,G,L,,,0,S,,,,,MR,38.1,MR38.1,Y,Regular,,,,,,,,
4533,Fifth Scholar,,,,,,,,Y,,,LG,61,LG61,Y,GM,,,,,,,,
4534,Devotary of Spontaneity,,,,,,,,Y,,,LG,61,LG61,Y,GM,,,,,,,,
4535,Snipexe,,,,,,,,Y,,,LG,61,LG61,Y,GM,,,,,,,,
4536,Alvron,,,,,,,,,Y,,LG,61,LG61,Y,IM,,,,,,,,
4537,Elandera,G,W,1,1,1,E,,,,,LG,61,LG61,Y,,,,,,,,,
4538,Young Bard,G,W,6,6,1,I,,,,,LG,61,LG61,Y,,,,,,,,,
4539,Araris Valerian,G,W,4,4,1,E,,,,,LG,61,LG61,Y,,,,,,,,,
4540,Butt Ad Venture,G,W,1,1,1,L,,,,,LG,61,LG61,Y,,,,,,,,,
4541,StrikerEZ,G,W,3,3,1,E,,,,,LG,61,LG61,Y,,,,,,,,,
4542,xinoehp512,G,W,2,2,1,L,,,,,LG,61,LG61,Y,,,,,,,,,
4543,Furamirionind,G,W,2,2,1,E,,,,,LG,61,LG61,Y,,,,,,,,,
4544,Hemalurgic Headshot,G,W,5,5,1,L,,,,,LG,61,LG61,Y,,,,,,,,,
4545,Sart,E,L,2,3,2,L,,,,,LG,61,LG61,Y,,,,,,,,,
4546,STINK,G,W,,,0,S,,,,,LG,61,LG61,Y,,,,,,,,,
4547,Drake Marshall,E,L,6,6,1,I,,,,,LG,61,LG61,Y,,,,,,,,,
4548,Amanuensis,E,L,4,7,2,L,,,,,LG,61,LG61,Y,,,,,,,,,
4549,Coda,G,W,6,6,1,E,,,,,LG,61,LG61,Y,,,,,,,,,
4550,Straw,G,W,,,0,S,,,,,LG,61,LG61,Y,,,,,,,,,
4551,Elbereth,G,W,4,4,1,L,,,,,LG,61,LG61,Y,,,,,,,,,
4552,Elbereth,,,,,,,,Y,,,MR,38.2,MR38.2,,GM,,,,,,,,
4553,little wilson,,,,,,,,,Y,,MR,38.2,MR38.2,,IM,,,,,,,,
4554,Tugog the Rhymer,,,,,,,,,,Y,MR,38.2,MR38.2,,Spec,,,,,,,,
4555,Arraenae,,,,,,,,,,Y,MR,38.2,MR38.2,,Spec,,,,,,,,
4556,Darkness Ascendant,,,,,,,,,,Y,MR,38.2,MR38.2,,Spec,,,,,,,,
4557,Devotary of Spontaneity,,,,,,,,,,Y,MR,38.2,MR38.2,,Spec,,,,,,,,
4558,Furamirionind,,,,,,,,,,Y,MR,38.2,MR38.2,,Spec,,,,,,,,
4559,Lorien,,,,,,,,,,Y,MR,38.2,MR38.2,,Spec,,,,,,,,
4560,Madagascar,,,,,,,,,,Y,MR,38.2,MR38.2,,Spec,,,,,,,,
4561,Elandera,,,,,,,,,,Y,MR,38.2,MR38.2,,Spec,,,,,,,,
4562,Haelbarde,,,,,,,,,,Y,MR,38.2,MR38.2,,Spec,,,,,,,,
4563,Straw,G,W,,,0,S,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4564,Fifth Scholar,E,L,,,0,S,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4565,Coda,G,W,,,0,S,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4566,Kasimir,G,W,4,4,1,L,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4567,Amanuensis,G,W,3,3,1,L,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4568,xinoehp512,G,W,,,0,S,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4569,Wonko the Sane,E,L,,,0,S,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4570,Pejidot,G,W,,,0,S,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4571,Burnt Spaghetti,G,W,,,0,S,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4572,Aragorn,G,W,,,0,S,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4573,StrikerEZ,G,W,5,5,1,L,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4574,GoWibble,E,L,,,0,S,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4575,Rathmaskal,G,W,2,2,1,L,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4576,STINK,E,L,1,1,1,L,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4577,Young Bard,G,W,,,0,S,,,,,MR,38.2,MR38.2,,Regular,,,,,,,,
4578,Snipexe,G,L,3,3,1,E,,,,,QF,41,QF41,,,,,,,,,,
4579,Coda,G,L,4,4,1,L,,,,,QF,41,QF41,,,,,,,,,,
4580,Lumgol,G,L,2,2,1,E,,,,,QF,41,QF41,,,,,,,,,,
4581,Straw,G,L,1,1,1,E,,,,,QF,41,QF41,,,,,,,,,,
4582,Wonko the Sane,E,W,,,0,S,,,,,QF,41,QF41,,,,,,,,,,
4583,StrikerEZ,E,W,1,1,1,L,,,,,QF,41,QF41,,,,,,,,,,
4584,Darkness Ascendant,G,L,3,3,1,L,,,,,QF,41,QF41,,,,,,,,,,
4585,Abstrusity,G,L,,,0,S,,,,,QF,41,QF41,,,,,,,,,,
4586,Lemonelon,E,W,,,0,S,,,,,QF,41,QF41,,,,,,,,,,
4587,Elandera,G,L,,,0,S,,,,,QF,41,QF41,,,,,,,,,,
4588,Devotary of Spontaneity,G,L,2,2,1,L,,,,,QF,41,QF41,,,,,,,,,,
4589,Sart,G,L,,,0,S,,,,,QF,41,QF41,,,,,,,,,,
4590,DeTess,G,L,4,4,1,E,,,,,QF,41,QF41,,,,,,,,,,
4591,Elkanah,E,W,,,0,S,,,,,QF,41,QF41,,,,,,,,,,
4592,Young Bard,,,,,,,,Y,,,QF,41,QF41,,GM,,,,,,,,
4593,Fifth Scholar,,,,,,,,,Y,,QF,41,QF41,,IM,,,,,,,,
4594,Elbereth,,,,,,,,,,Y,QF,41,QF41,,Spec,,,,,,,,
4595,Aonar,,,,,,,,,,Y,QF,41,QF41,,Spec,,,,,,,,
4596,Bugsy,,,,,,,,,,Y,QF,41,QF41,,Spec,,,,,,,,
4597,Pejidot,,,,,,,,,,Y,QF,41,QF41,,Spec,,,,,,,,
4598,little wilson,,,,,,,,,,Y,QF,41,QF41,,Spec,,,,,,,,
4599,Kasimir,,,,,,,,,,Y,QF,41,QF41,,Spec,,,,,,,,
4600,Arraenae,,,,,,,,,,Y,QF,41,QF41,,Spec,,,,,,,,
4601,STINK,,,,,,,,,,Y,QF,41,QF41,,Spec,,,,,,,,
4602,Elbereth,F,W,,,0,S,,,,,LG,62,LG62,,,,,,,,,,
4603,Bartimaeus,F,L,3,3,1,F,,,,,LG,62,LG62,,,,,,,,,,
4604,Coda,F,L,5,5,1,F,,,,,LG,62,LG62,,,,,,,,,,
4605,Araris Valerian,F,L,1,1,1,F,,,,,LG,62,LG62,,,,,,,,,,
4606,Lemonelon,F,W,,,0,S,,,,,LG,62,LG62,,,,,,,,,,
4607,Elandera,F,L,5,5,1,F,,,,,LG,62,LG62,,,,,,,,,,
4608,STINK,F,L,2,2,1,F,,,,,LG,62,LG62,,,,,,,,,,
4609,Snipexe,F,L,2,2,1,F,,,,,LG,62,LG62,,,,,,,,,,
4610,Elkanah,F,W,,,0,S,,,,,LG,62,LG62,,,,,,,,,,
4611,StrikerEZ,F,W,,,0,S,,,,,LG,62,LG62,,,,,,,,,,
4612,Devotary of Spontaneity,F,L,1,1,1,F,,,,,LG,62,LG62,,,,,,,,,,
4613,Wonko the Sane,F,W,2,,1,S,,,,,LG,62,LG62,,,,,,,,,,
4614,Abstrusity,F,L,4,4,1,F,,,,,LG,62,LG62,,,,,,,,,,
4615,_Stick_,F,W,2,,1,S,,,,,LG,62,LG62,,,,,,,,,,
4616,Manukos,F,W,,,0,S,,,,,LG,62,LG62,,,,,,,,,,
4617,Shqueeves,F,L,3,3,1,F,,,,,LG,62,LG62,,,,,,,,,,
4618,Straw,,,,,,,,Y,,,LG,62,LG62,,GM,,,,,,,,
4619,Young Bard,,,,,,,,,,Y,LG,62,LG62,,Spec,,,,,,,,
4620,Cadmium Compounder,,,,,,,,,,Y,LG,62,LG62,,Spec,,,,,,,,
4621,Furamirionind,,,,,,,,,,Y,LG,62,LG62,,Spec,,,,,,,,
4622,StrikerEZ,E,L,7,7,1,L,,,,,MR,39,MR39,,,,,,,,,,
4623,Kynedath,G,W,,,0,S,,,,,MR,39,MR39,,,,,,,,,,
4624,DeTess,G,W,2,2,1,L,,,,,MR,39,MR39,,,,,,,,,,
4625,_Stick_,G,W,2,2,1,E,,,,,MR,39,MR39,,,,,,,,,,
4626,Sart,E,L,2,2,1,I,,,,,MR,39,MR39,,,,,,,,,,
4627,Butt Ad Venture,G,W,5,5,1,L,,,,,MR,39,MR39,,,,,,,,,,
4628,Elandera,G,W,,,0,S,,,,,MR,39,MR39,,,,,,,,,,
4629,Cadmium Compounder,G,W,4,4,1,E,,,,,MR,39,MR39,,,,,,,,,,
4630,Lemonelon,G,W,6,6,1,E,,,,,MR,39,MR39,,,,,,,,,,
4631,Elkanah,E,L,6,6,1,L,,,,,MR,39,MR39,,,,,,,,,,
4632,Coda,G,W,1,1,1,L,,,,,MR,39,MR39,,,,,,,,,,
4633,Devotary of Spontaneity,G,W,3,3,1,L,,,,,MR,39,MR39,,,,,,,,,,
4634,Kidpen,G,W,7,7,1,E,,,,,MR,39,MR39,,,,,,,,,,
4635,Furamirionind,G,W,3,3,1,E,,,,,MR,39,MR39,,,,,,,,,,
4636,A Joe in the Bush,G,W,4,4,1,L,,,,,MR,39,MR39,,,,,,,,,,
4637,BrightnessRadiant,,,,,,,,Y,,,MR,39,MR39,,GM,,,,,,,,
4638,Fifth Scholar,,,,,,,,,Y,,MR,39,MR39,,IM,,,,,,,,
4639,Fifth Scholar,,,,,,,,Y,,,AG,6,AG6,,GM,,,,,,,,
4640,Elbereth,,,,,,,,Y,,,AG,6,AG6,,GM,,,,,,,,
4641,little wilson,,,,,,,,,Y,,AG,6,AG6,,IM,,,,,,,,
4642,Devotary of Spontaneity,G,L,4,4,1,F,,,,,AG,6,AG6,,,,,,,,,,
4643,Elandera,G,L,5,5,1,F,,,,,AG,6,AG6,,,,,,,,,,
4644,Mailliw73,G,L,1,1,1,E,                ,,,,AG,6,AG6,,,,,,,,,,
4645,Sart,G,L,4,4,1,F,,,,,AG,6,AG6,,,,,,,,,,
4646,Haelbarde,G,L,2,2,1,E,,,,,AG,6,AG6,,,,,,,,,,
4647,Arraenae,G,L,5,5,1,L,,,,,AG,6,AG6,,,,,,,,,,
4648,Straw,G,L,8,8,1,L,,,,,AG,6,AG6,,,,,,,,,,
4649,Hemalurgic Headshot,E,W,1,1,1,V,,,,,AG,6,AG6,,,,,,,,,,
4650,StrikerEZ,G,L,4,6,2,E,,,,,AG,6,AG6,,,,,,,,,,
4651,Araris Valerian,G,L,5,5,1,E,,,,,AG,6,AG6,,,,,,,,,,
4652,Coda,G,L,5,5,1,F,,,,,AG,6,AG6,,,,,,,,,,
4653,Dalinar,G,L,7,7,1,E,,,,,AG,6,AG6,,,,,,,,,,
4654,xinoehp512,G,L,2,4,2,F,,,,,AG,6,AG6,,,,,,,,,,
4655,Rathmaskal,G,L,3,3,1,E,,,,,AG,6,AG6,,,,,,,,,,
4656,_Stick_,E,W,3,3,3,V,,,,,AG,6,AG6,,,,,,,,,,
4657,Lumgol,E,W,1,1,1,L,,,,,AG,6,AG6,,,,,,,,,,
4658,DeTess,E,W,6,6,1,L,,,,,AG,6,AG6,,,,,,,,,,
4659,Snipexe,G,L,7,7,1,L,,,,,AG,6,AG6,,,,,,,,,,
4660,Cadmium Compounder,E,W,,,0,S,,,,,AG,6,AG6,,,,,,,,,,
4661,A Joe in the Bush,E,W,4,4,1,V,,,,,AG,6,AG6,,,,,,,,,,
4662,STINK,G,L,6,6,1,F,,,,,AG,6,AG6,,,,,,,,,,
4663,Young Bard,G,L,4,4,1,L,,,,,AG,6,AG6,,,,,,,,,,
4664,Elkanah,G,L,2,2,1,E,,,,,AG,6,AG6,,,,,,,,,,
4665,Burnt Spaghetti,G,L,,,0,S,,,,,AG,6,AG6,,,,,,,,,,
4666,Seonid,,,,,,,,,,Y,AG,6,AG6,,Spec,,,,,,,,
4667,Elandera,,,,,,,,Y,,,QF,42,QF42,,GM,,,,,,,,
4668,Elkanah,G,W,3,4,2,E,,,,,QF,42,QF42,,,,,,,,,,
4669,Kynedath,G,W,,,0,S,,,,,QF,42,QF42,,,,,,,,,,
4670,The_God_King,E,L,,,0,S,,,,,QF,42,QF42,,,,,,,,,,
4671,StrikerEZ,G,W,,,0,S,,,,,QF,42,QF42,,,,,,,,,,
4672,Cadmium Compounder,G,W,1,4,3,E,,,,,QF,42,QF42,,,,,,,,,,
4673,Feruchemical Skybreaker,G,W,,,0,S,,,,,QF,42,QF42,,,,,,,,,,
4674,Zillah,G,W,,,0,S,,,,,QF,42,QF42,,,,,,,,,,
4675,Kidpen,E,L,1,1,1,L,,,,,QF,42,QF42,,,,,,,,,,
4676,Rathmaskal,G,W,,,0,S,,,,,QF,42,QF42,,,,,,,,,,
4677,Devotary of Spontaneity,E,L,4,4,1,L,,,,,QF,42,QF42,,,,,,,,,,
4678,Butt Ad Venture,G,W,2,2,1,L,,,,,QF,42,QF42,,,,,,,,,,
4679,DeTess,G,W,3,3,1,L,,,,,QF,42,QF42,,,,,,,,,,
4680,Elandera,,,,,,,,Y,,,MR,40,MR40,,GM,,,,,,,,
4681,Devotary of Spontaneity,,,,,,,,,Y,,MR,40,MR40,,IM,,,,,,,,
4682,Kynedath,G,W,4,4,1,E,,,,,MR,40,MR40,,,,,,,,,,
4683,Zillah,G,W,5,5,1,E,,,,,MR,40,MR40,,,,,,,,,,
4684,Elkanah,G,W,3,3,1,E,,,,,MR,40,MR40,,,,,,,,,,
4685,Kidpen,G,W,2,2,1,L,,,,,MR,40,MR40,,,,,,,,,,
4686,Rathmaskal,G,W,,,0,S,,,,,MR,40,MR40,,,,,,,,,,
4687,StrikerEZ,G,W,5,5,1,S,,,,,MR,40,MR40,,,,,,,,,,
4688,Araris Valerian,E,L,4,4,1,L,,,,,MR,40,MR40,,,,,,,,,,
4689,The_God_King,G,W,2,2,1,E,,,,,MR,40,MR40,,,,,,,,,,
4690,xinoehp512,G,W,3,3,1,L,,,,,MR,40,MR40,,,,,,,,,,
4691,Coda,G,W,1,1,1,L,,,,,MR,40,MR40,,,,,,,,,,
4692,Fifth Scholar,E,L,5,5,1,L,,,,,MR,40,MR40,,,,,,,,,,
